Sonic Forces,Sonic Team,Sega,07/Nov/2017
Sonic Mania,Christian Whitehead,Sega,15/Ago/2017
Soulblight,My Next Games,My Next Games,04/Out/2018
South Park: The Fractured But Whole,Ubisoft Studio SF,Ubisoft,24/Abr/2018
South Park: The Stick of Truth,South Park Digital Studios LLC,Ubisoft,25/Set/2018
Space Dave,Choice Provisions,Choice Provisions,25/Jan/2018
Space Lift Danger Panic!,Springloaded,Springloaded,15/Fev/2019
Space Ribbon,Onteca Ltd,Onteca,24/Ago/2018
Space War Arena,Playchemy,Playchemy,28/Fev/2019
Spacecats with Lasers,Bitten Toast Games Inc.,Bitten Toast Games,22/Fev/2018
Sparkle 2,10tons Ltd,10tons,28/Set/2017
Sparkle 2 EVO,Forever Entertainment,Forever Entertainment,02/Nov/2017
Sparkle 3 Genesis,Forever Entertainment,Forever Entertainment,15/Mar/2018
Sparkle Unleashed,10tons Ltd,10tons,25/Dez/2017
Sparkle Zero,Forever Entertainment,Forever Entertainment,26/Abr/2018
Spartan,Sinister Cyclops Game Studios,Sinister Cyclops Game Studios,01/Abr/2018
Spectrum,3D Avenue,Digerati,20/Ago/2018
Speed Brawl,Double Stallion,Kongregate,18/Set/2018
SpellKeeper,Studio Gier,Silesia Games,02/Abr/2019
Spellspire,10tons Ltd,10tons,09/Nov/2017
Spelunker Party!,"Tozai Games, Inc.",Square Enix,19/Out/2017
Spencer,EntwicklerX,EntwicklerX,18/Out/2018
Spheroids,Eclipse Games,Eclipse Games,20/Jul/2018
Sphinx and the Cursed Mummy,Eurocom,THQ Nordic,29/Jan/2019
Spider Solitaire F,Flyhigh Works,Flyhigh Works,13/Set/2018
Spider Solitaire Black,G-Mode,G-Mode,18/Out/2018
Spintires: MudRunner - American Wilds,Saber3D,Focus Home Interactive,27/Nov/2018
Spiral Splatter,Sometimes You,Sometimes You,13/Mar/2018
SpiritSphere DX,Eendhoorn,Fabraz,02/Jul/2018
Splash Blast Panic,Team KwaKwa,Digital Smash,04/Out/2018
Splasher,Splashteam,Plug In Digital,26/Out/2017
Splat the Fruit,West Coast Software,West Coast Software,06/Abr/2018
Splatoon 2,Nintendo,Nintendo,21/Jul/2017
Splitter Critters,RAC7,RAC7,18/Abr/2018
Spoiler Alert,Megafuzz,Megafuzz,01/Fev/2019
Sports Party,Ubisoft,Ubisoft,30/Out/2018
Spot The Difference,Sanuk Games,Sabec,26/Fev/2018
Spot The Differences: Party!,Sanuk Games,Sanuk Games,17/Jan/2019
Spy Chameleon,Unfinished Pixel,Unfinished Pixel,09/Mar/2018
Squareboy vs Bullies: Arena Edition,Ratalaika Games / Rohan Narang,Ratalaika Games,12/Out/2017
Squids Odyssey,The Game Bakers,The Game Bakers,05/Jul/2018
Standby,Noclip,Noclip,01/Ago/2019
Star Ghost,Squarehead Studios / Four Horses,Rainy Frog,30/Nov/2017
Star Sky,JMJ Interactive,Active Gaming Media,23/Mai/2019
Star Story: The Horizon Escape,Evil Co. Games,Forever Entertainment,12/Jul/2018
Stardew Valley,ConcernedApe,Chucklefish LTD,05/Out/2017
StarDrone,Beatshapers,Beatshapers,21/Mar/2019
Stardust Galaxy Warriors: Stellar Climax,Dreamloop,Aksys Games,29/Nov/2018
Starlink: Battle For Atlas,Ubisoft Toronto,Ubisoft,16/Out/2018
Starman,Nada Studio,Nada Studio,13/Dez/2018
Starship Avenger Operation: Take Back Earth,Tom Create,Tom Create,19/Jul/2018
Startide,Forever Entertainment,Forever Entertainment,25/Out/2018
State of Anarchy: Master of Mayhem,Sometimes You,Sometimes You,01/Ago/2018
State of Mind,Daedalic Entertainment,Daedalic GmbH,15/Ago/2018
Stay,Appnormals Team,PQube,12/Set/2018
Steamburg,Telehorse,Monster Couch,22/Nov/2018
SteamWorld Dig,Image & Form International AB,Image & Form International AB,01/Fev/2018
SteamWorld Dig 2,Image & Form International AB,Image & Form International AB,21/Set/2017
SteamWorld Heist: Ultimate Edition,Image & Form International AB,Image & Form International AB,28/Dez/2017
SteamWorld Quest: Hand of Gilgamech,Image & Form International AB,Thunderful Publishing AB,24/Abr/2019
Steins;Gate Elite,5pb.,Spike Chunsoft,19/Fev/2019
Stellar Interface,Imagination Overflow,Imagination Overflow,11/Jan/2019
Steredenn: Binary Stars,Pixelnest,Plug In Digital,08/Mar/2018
Stern Pinball Arcade,FarSight Studios,FarSight Studios,12/Dez/2017
Steven Universe: Save the Light,Capybara Games,Cartoon Network,30/Out/2018
Stick It to The Man,Zoink Games,Zoink Games,23/Nov/2017
Stikbold! A Dodgeball Adventure Deluxe,Game Swing,Reign Bros,04/Jan/2018
Storm Boy,Blowfish Studios,Level 77,20/Nov/2018
Storm In A Teacup,Cobra Mobile,Rising Star Games,25/Out/2018
Stranger Things 3: The Game,BonusXP / Netflix,BonusXP / Netflix,04/Jul/2019
Stray Cat Doors,Pulsmo,Pulsmo,31/Jan/2019
Street Fighter 30th Anniversary Collection,Digital Eclipse,Capcom,29/Mai/2018
Streets of Red - Devil's Dare Deluxe,Secret Base Pte Ltd,Secret Base,12/Abr/2018
Streets of Rogue,Matt Dabrowski,tinyBuild Games,12/Jul/2019
Strikers 1945 for Nintendo Switch,Zerodiv Inc.,Zerodiv,03/Ago/2017
Strikers 1945 II for Nintendo Switch,Zerodiv Inc.,Zerodiv,25/Jan/2018
Strikey Sisters,DYA Games,DYA Games,14/Fev/2019
Stunt Kite Party,HandyGames,HandyGames,08/Fev/2019
Subara City,Ryuji Kuwaki,Flyhigh Works,09/Ago/2018
Subdivision Infinity DX,Mistfly Games,Blowfish Studios,08/Ago/2019
Submerged,Uppercut Games,Uppercut Games,07/Jun/2019
Subsurface Circular,Mike Bithell Games,Ant Workshop,01/Mar/2018
Sudoku Relax,G-Mode,G-Mode,18/Abr/2019
Sudoku Relax 2 Summer Waves,G-Mode,G-Mode,01/Ago/2019
Suicide Guy,Chubby Pixel,Chubby Pixel,10/Mai/2018
Suicide Guy: Sleepin' Deeply,Chubby Pixel,Chubby Pixel,25/Out/2018
Sumer,Studio Wumpus,Studio Wumpus,05/Abr/2018
Sundered: Eldritch Edition,Thunder Lotus Games,Thunder Lotus Games,21/Dez/2018
Super Arcade Soccer,EnjoyUp Games,EnjoyUp Games,31/Mai/2019
Super Beat Sports,"Harmonix Music Systems, Inc.",Harmonix,02/Nov/2017
Super Blackjack Battle 2 Turbo Edition - The Card Warriors,Stage Clear Studios,Headup Games,07/Ago/2018
Super Blood Hockey,Loren Lemcke,Digerati,26/Abr/2019
Super Bomberman R,Konami,Konami,03/Mar/2017
Super Cane Magic Zero,Studio Evil / Sio,Intragames,30/Mai/2019
Super Chariot,Microïds,Microïds,10/Mai/2018
Super Daryl Deluxe,Dan & Gary Games,Dan & Gary Games,10/Abr/2018
Super Destronaut DX,Petite Games,Ratalaika Games,13/Jul/2018
Super Dragon Ball Heroes: World Mission,Dimps Corporation,Bandai Namco Entertainment,05/Abr/2019
Super Dungeon Tactics,Underbite Games,Underbite Games,13/Set/2018
Super Hero Fight Club: Reloaded,Incuvo,QubicGames,24/Dez/2018
Super Hydorah,Locomalito / Gryzor87 / Abylight,Abylight,15/Nov/2018
Super Hyperactive Ninja,Grimorio of Games,JanduSoft,25/Out/2018
Super Inefficient Golf,34BigThings,34BigThings,07/Set/2018
Super Kickers League,Xaloc Studios,Xaloc Studios,20/Mar/2019
Super Life of Pixel,Super Icon,WhiteMoon Dreams,15/Mai/2019
Super Mario Maker 2,Nintendo,Nintendo,28/Jun/2019
Super Mario Odyssey,Nintendo,Nintendo,27/Out/2017
Super Mario Party,Nintendo,Nintendo,05/Out/2018
Super Meat Boy,Team Meat,BlitWorks,11/Jan/2018
Super Mega Baseball 2: Ultimate Edition,Metalhead Software,Metalhead Software,25/Jul/2019
Super Mutant Alien Assault,Cybernate,Fellow Traveller,12/Jul/2019
Super Neptunia RPG,Idea Factory,Compile Heart,25/Jun/2019
Super One More Jump,SMG Studio / Premo Games,SMG Studio,25/Jan/2018
Super Phantom Cat: Remake,Veewo Games,Veewo Games,21/Mar/2018
Super Ping Pong Trick Shot,Sims,Starsign,19/Out/2017
Super Putty Squad,System 3 Software Ltd,System 3 Software,09/Nov/2017
Super Rock Blasters!,QuadraTron Games,QuadraTron Games,05/Jul/2018
Super Rocket Shootout,Oddly Shaped Pixels,Plug In Digital,05/Abr/2018
Super Saurio Fly,FraxelGames S.L,FraxelGames,28/Abr/2018
Super Skelemania,Hidden Trap,Hidden Trap,06/Jun/2019
Super Smash Bros. Ultimate,Nintendo / Sora Ltd. / Bandai Namco Studios,Nintendo,07/Dez/2018
Super Sportmatchen,Kaj Forell Video Game Brand,Dangen Entertainment,24/Mai/2018
Super Star Blast,EntwicklerX,EntwicklerX,26/Abr/2019
Super Star Path,DYA Games,DYA Games,11/Abr/2019
Super Tennis Blast,Unfinished Pixel,Unfinished Pixel,24/Mai/2019
Super Toy Cars,Eclipse Games,Eclipse Games,02/Mar/2018
Super Treasure Arena,Headup,Headup Games,24/Dez/2018
Super Volley Blast,Unfinished Pixel,Unfinished Pixel,12/Jul/2018
Super Weekend Mode,Pixelteriyaki,Ratalaika Games,12/Abr/2019
Super Wiloo Demake,lightUp,Ratalaika Games,02/Ago/2019
Superbeat: Xonic,PM Studios,PM Studios,21/Nov/2017
Superbrothers: Sword & Sworcery EP,Capybara Games,Capybara Games,30/Nov/2018
Superhoy,Superhoy,Superhoy,19/Ago/2019
Superola and the Lost Burgers,Undercoders,Undergames,22/Fev/2018
Surfingers,Digital Melody,Forever Entertainment,21/Fev/2019
Surgeon Simulator CPR,Bossa Studios,Bossa Studios,13/Set/2018
Survive! Mr.Cube,Intragames,Intragames,28/Jun/2018
Sushi Striker: The Way of Sushido,Nintendo,Nintendo,08/Jun/2018
Sushi Time!,Baltoro Games,Baltoro Games,22/Mar/2019
Swamp Defense 2,EntwicklerX,EntwicklerX,15/Nov/2018
Swap This!,Two Tribes,Two Tribes Publishing,02/Nov/2018
Sweet Witches,Lumen Section,Drageus Games,27/Jul/2019
Swim Out,Lozange Lab,Lozange Lab,20/Mar/2018
Switch 'N' Shoot,Matt Glanville,Matthew Glanville,10/Abr/2019
Switchy Road,Digital Game Group,Dispatch Games,11/Jul/2019
Sword Art Online: Fatal Bullet Complete Edition,Dimps,Bandai Namco Entertainment,09/Ago/2019
Sword of the Guardian,Billy Chan Studio,Billy Chan Studio,18/Set/2018
Swords & Soldiers,Two Tribes,Two Tribes Publishing,25/Jan/2019
Swords and Soldiers 2 Shawarmageddon,Ronimo Games BV,Ronimo Games BV,01/Mar/2019
Syberia,Microïds,Microïds,20/Out/2017
Syberia 2,Microïds,Microïds,30/Nov/2017
Syberia 3,Microïds,Microïds,18/Out/2018
Symmetry,Sleepless Clinic,Imagination,19/Mar/2019
Table Top Racing: World Tour - Nitro Edition,Playrise Digital Ltd,Greenlight Games,01/Mai/2019
Tachyon Project,Eclipse Games,Eclipse Games,25/Jan/2018
Tactical Mind,Drageus Games / QubicGames S.A.,QubicGames,22/Dez/2017
"Tactics V: ""Obsidian Brigade""",From Nothing Game Studios,FNG Studios,09/Ago/2019
Taiko no Tatsujin: Drum 'n' Fun!,Bandai Namco Entertainment,Bandai Namco Entertainment,02/Nov/2018
Taimumari: Complete Edition,TERNOX,Victory Road,09/Ago/2019
Tales From Space: Mutant Blobs Attack,DrinkBox Studios,DrinkBox Studios,10/Mai/2019
Tales of the Orient - The Rising Sun,Green Sauce Games,Joindots,14/Fev/2019
Tales of the Tiny Planet,"Pixelsplit, Germany",Joindots,18/Jan/2018
Tales of Vesperia: Definitive Edition,Namco Tales Studio,Bandai Namco Entertainment,11/Jan/2019
Tallowmere,Teyon,Teyon,09/Nov/2017
Tangledeep,Impact Gameworks,Impact Gameworks,31/Jan/2019
Tangrams Deluxe,Vertical Reach,Vertical Reach,27/Set/2018
Tanks Meet Zombies,Titan Forged Games,Titan Forged Games,16/Abr/2019
Tanzia,Arcanity Inc.,Arcanity,19/Jul/2018
Tap Skaters,Digital Melody,Forever Entertainment,08/Ago/2019
Tardy,Drageus Games,Drageus Games,01/Mar/2019
Team Sonic Racing,Sega,Sega USA,21/Mai/2019
Teddy The Wanderer: Mountain Hike,Forever Entertainment,Forever Entertainment,14/Mar/2019
Tengai for Nintendo Switch,Psikyo,Zerodiv,29/Mar/2018
Tennis,D3Publisher Inc.,D3Publisher,25/Jan/2018
Tennis in the Face,10tons Ltd,10tons,08/Dez/2017
Tennis World Tour,Breakpoint,Bigben Interactive,29/Out/2018
Terraria,Pipeworks Studio,505 Games,27/Jun/2019
TerraTech,Payload Studios,Terra Tek Studios,29/Mai/2019
Terrorhythm (TRRT),EvilCoGames,Forever Entertainment,08/Ago/2019
Tesla vs Lovecraft,10tons Ltd,10tons,16/Mar/2018
Teslagrad,Rain Games,Rain Games,07/Dez/2017
Tetra's Escape,ABX Games Studio,Ratalaika Games,10/Ago/2018
Tetraminos,Sanuk Games,Bigben Interactive,03/Jan/2019
Tetris 99,Arika,Nintendo,13/Fev/2019
Tetsumo Party,Monster Couch,Monster Couch,26/Jul/2019
The Adventure Pals,Massive Monster,Armor Games Studios,03/Abr/2018
The Adventures of Elena Temple,GrimTalin,GrimTalin,15/Mai/2018
The Amazing Shinsengumi: Heroes in Love,Dogenzaka Lab,D3Publisher,09/Ago/2018
The Aquatic Adventure of the Last Human,YCJY,Digerati,03/Jan/2019
The Binding of Isaac: Afterbirth+,"Nicalis, Inc.","Nicalis, Inc.",17/Mar/2017
The Book of Unwritten Tales 2,King Art,THQ Nordic,05/Fev/2019
The Bridge,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,07/Set/2017
The Bug Butcher,Awfully Nice Studios,2Awesome Studio,08/Nov/2018
The Bunker,Splendy Games / Wales Interactive,Wales Interactive Ltd.,09/Abr/2018
The Caligula Effect: Overdose,FuRyu,NIS America,12/Mar/2019
The Charming Empire,OperaHouse Corporation,D3Publisher,29/Mar/2018
The Childs Sight,Forever Entertainment,Forever Entertainment,20/Jun/2019
The Church in the Darkness,Paranoid Productions,Fellow Traveller,02/Ago/2019
The Coma: Recut,Devespresso Games / Stage Clear Studios,Digerati,21/Dez/2017
The Demon Crystal,YMCAT,Regista,11/Abr/2019
The Drama Queen Murder,Ocean Media,Ocean Media,18/Jul/2019
The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,17/Nov/2017
The End Is Nigh,Edmund McMillen / Tyler Glaiel,"Nicalis, Inc.",12/Dez/2017
The Escapists: Complete Edition,Team17 Digital Ltd,Team17 Digital Ltd,25/Set/2018
The Escapists 2,Team17 Digital Ltd,Team17 Digital Ltd,11/Jan/2018
The Fall,Over The Moon,Over The Moon,10/Mai/2018
The Fall Part 2: Unbound,Over The Moon,Over The Moon,13/Fev/2018
The Final Station,Do My Best,tinyBuild Games,23/Fev/2018
The First Tree,"David Wehle, LLC",David Wehle,30/Nov/2018
The Flame In The Flood: Complete Edition,The Molasses Flood,Curve Digital,12/Out/2017
The Forbidden Arts,Stingbot Games,Stingbot Games,07/Ago/2019
The Friends of Ringo Ishikawa,yeo,Circle Ent.,04/Abr/2019
The Gardens Between,The Voxel Agents,The Voxel Agents,20/Set/2018
The Golf,X-Stream Digital,D3Publisher,14/Fev/2019
The Infectious Madness of Doctor Dekker,D'Avekki Studios,Wales Interactive Ltd.,05/Jun/2018
The Inner World,Studio Fizbin,Headup Games,03/Ago/2018
The Inner World - The Last Wind Monk,Studio Fizbin,Headup Games,18/Jul/2018
The Jackbox Party Pack,Jackbox Games,Jackbox Games,17/Ago/2017
The Jackbox Party Pack 2,Jackbox Games,Jackbox Games,17/Ago/2017
The Jackbox Party Pack 3,Jackbox Games,Jackbox Games,13/Abr/2017
The Jackbox Party Pack 4,Jackbox Games,Jackbox Games,19/Out/2017
The Jackbox Party Pack 5,Jackbox Games,Jackbox Games,17/Out/2018
The Journey Down: Chapter One,BlitWorks,SkyGoblin,21/Jun/2018
The Journey Down: Chapter Two,BlitWorks,SkyGoblin,28/Jun/2018
The Journey Down: Chapter Three,BlitWorks,SkyGoblin,05/Jul/2018
The Keep,Cinemax,Cinemax,20/Dez/2018
The King's Bird,Serenity Forge,Graffiti Games,12/Fev/2019
The Knight & the Dragon,Naps Team,Naps Team,18/Abr/2019
The Last Door - Complete Edition,The Game Kitchen,Plug In Digital,22/Mai/2019
The Last Remnant Remastered,Guild Studio Inc.,Square Enix,10/Jun/2019
The Legend of Evil,Springloaded,Springloaded,19/Out/2018
The Legend of Zelda: Breath of the Wild,Nintendo,Nintendo,03/Mar/2017
The Liar Princess and the Blind Prince,Nippon Ichi Software,NIS America,12/Fev/2019
The Lion's Song,Mi'pu'mi Games,Mi'pu'mi Games,10/Jul/2018
The Little Acre,Pewter Games Studios,Pewter Games Studios,25/Abr/2019
The Long Reach,Painted Black Games,Merge Games,15/Mar/2018
The Longest Five Minutes,Nippon Ichi Software / Syupro-DX,NIS America,13/Fev/2018
The Lost Child,Kadokawa Games,NIS America,19/Jun/2018
The Lost Light of Sisu,Solvarg,Solvarg,27/Fev/2019
The Low Road,XGen Studios Inc.,XGen Studios,23/Ago/2018
The Original Mobile Games,Second Avenue Learning,Second Avenue Learning,24/Jul/2019
The Mahjong Huntress,Nawia Games,Forever Entertainment,13/Set/2018
The Men of Yoshiwara: Kikuya,D3Publisher Inc.,D3Publisher,01/Fev/2018
The Men of Yoshiwara: Ohgiya,D3Publisher Inc.,D3Publisher,08/Mar/2018
The Messenger,Sabotage,Devolver Digital,30/Ago/2018
The Midnight Sanctuary,Cavyhouse,Unties,04/Out/2018
The Missing: J.J. Macfield and the Island of Memories,White Owls Inc.,"Arc System Works Co., Ltd.",11/Out/2018
The Mooseman,Sometimes You,Sometimes You,18/Jul/2018
The Mummy Demastered,WayForward,WayForward,24/Out/2017
The Mystery of the Hudson Case,Magic Frame Studios S.L,Magic Frame Studios,14/Mai/2018
The Mystery of Woolley Mountain,Lightfoot Brothers,Huey Games,10/Abr/2019
The Next Penelope,Aurélien REGARD / Seaven Studio,Plug In Digital,21/Dez/2017
The Number Puzzle,D3Publisher Inc.,D3Publisher,07/Jun/2018
The Office Quest,11Sheep,11Sheep,17/Jan/2019
The Padre,Shotgun with Glitters,Feardemic,18/Abr/2019
The Path of Motus,MichaelArts,Michael Hicks,05/Fev/2019
The Pinball Arcade,FarSight Studios,FarSight Studios,11/Mai/2018
The Princess Guide,Nippon Ichi Software,NIS America,26/Mar/2019
The Rainsdowne Players,Steve O'Gorman,Steve O'Gorman,07/Fev/2019
The Raven Remastered,King Art,THQ Nordic,22/Jan/2019
The Red Strings Club,Deconstructeam,Devolver Digital,14/Mar/2019
The Room,Fireproof Games,Team17 Digital Ltd,18/Out/2018
The Savior's Gang,Catness Game,Catness Game,04/Jun/2019
The Sexy Brutale,Cavalier Game Studios,Tequila Works,07/Dez/2017
The Shapeshifting Detective,D'Avekki Studios,Wales Interactive Ltd.,06/Nov/2018
The Shrouded Isle,Kitfox Games,Kitfox Games,17/Jan/2019
The Spectrum Retreat,Dan Smith Studios,Ripstone,13/Set/2018
The Stillness of the Wind,Memory of God aka Coyan Cardenas,Fellow Traveller,07/Fev/2019
The Swindle,Size Five Games,Curve Digital,11/Out/2018
The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital,02/Mai/2019
The Tower of Beatrice,Sometimes You,Sometimes You,31/Jul/2019
The Trail: Frontier Challenge,22cans,Kongregate,08/Mar/2018
The VideoKid,Videokid Games Ltd,Chorus Worldwide Games,30/Ago/2018
The Walking Dead: The Complete First Season,Telltale Games,Telltale Games,07/Ago/2018
The Walking Dead: The Final Season,Telltale Games,Skybound Games,13/Ago/2018
The Walking Vegetables: Radical Edition,StillRunning,Merge Games,08/Nov/2018
The Wardrobe,C.I.N.I.C. Games,MixedBag Srl,06/Jul/2018
The Warlock of Firetop Mountain: Goblin Scourge Edition!,Tin Man Games,Tin Man Games,13/Set/2018
The Way Remastered,Sonka,Sonka,20/Abr/2018
The World Ends with You: Final Remix,"Square Enix CO., LTD.",Nintendo,12/Out/2018
The World Next Door,Rose City Games,VIZ Media,28/Mar/2019
Thea: The Awakening,MuHa Games,Monster Couch,01/Fev/2019
Theatre Tales,Ultimate Games,Ultimate Games,24/Abr/2019
Them Bombs!,Yellow Dot,Yellow Dot,30/Mai/2018
Thief Simulator,Noble Muffins / Forever Entertainment,Forever Entertainment,16/Mai/2019
Thimbleweed Park,"Terrible Toybox, Inc.",Terrible Toybox,21/Set/2017
Think of the Children,Jammed Up Studios,Fellow Traveller,25/Set/2018
This Is the Police,Weappy Studio,THQ Nordic,24/Out/2017
This Is the Police 2,Weappy Studio,THQ Nordic,25/Set/2018
This War of Mine: Complete Edition,11 bit studios,11 bit studios,27/Nov/2018
Three Fourths Home: Extended Edition,Bracket Games,Digerati,10/Mai/2018
Thumper,Drool LLC,Drool LLC,18/Mai/2017
Tied Together,Napalmtree studios,Headup Games,19/Out/2018
Timber Tennis: Versus,Crunching Koalas / Digital Melody,Crunching Koalas,08/Nov/2018
Timberman VS,Forever Entertainment,Forever Entertainment,03/Mai/2018
Time Carnage,Wales Interactive Ltd.,Wales Interactive Ltd.,12/Set/2018
Time Recoil,10tons Ltd,10tons,26/Out/2017
Timespinner,Lunar Ray Games,Chucklefish,04/Jun/2019
Tinboy,Interactive Stone,Interactive Stone,15/Nov/2018
Tiny Barbarian DX,StarQuail Games,"Nicalis, Inc.",10/Out/2017
Tiny Hands Adventure,Blue Sunset Games,Blue Sunset Games,10/Ago/2018
Tiny Metal,Area 35,Unties,21/Dez/2017
Tiny Metal: Full Metal Rumble,AREA35,AREA 34,11/Jul/2019
Tiny Troopers Joint Ops XL,Epiphany Games,Wired Productions,21/Dez/2017
Titan Quest,Iron Lore Entertainment,THQ Nordic,31/Jul/2018
Toast Time: Smash Up!,Force Of Habit,Force Of Habit,16/Nov/2018
Toby: The Secret Mine,Lukas Navratil,Headup Games,24/Jul/2018
ToeJam & Earl: Back in the Groove!,HumaNature Studios,HumaNature Studios,01/Mar/2019
Toki,Microïds,Microïds,04/Dez/2018
Toki Tori,Two Tribes,Two Tribes Publishing,30/Mar/2018
Toki Tori 2+: Nintendo Switch Edition,Two Tribes,Two Tribes Publishing,23/Fev/2018
Tokyo School Life,"M2 Co.,LTD",PQube,14/Fev/2019
Toridama: Brave Challenge,G-Mode,G-Mode,31/Jan/2019
TorqueL: Physics Modified Edition,FullPowerSideAttack.com,Active Gaming Media,15/Fev/2018
Totes the Goat,Atooi,Atooi,01/Mar/2018
Touch Battle Tank SP,Silver Star Japan,Silver Star,07/Dez/2017
Touhou Genso Wanderer Reloaded,Aqua Style,NIS America,17/Jul/2018
Touhou Kobuto V: Burst Battle,Cubetype,NIS America,10/Out/2017
Touhou Sky Arena: Matsuri-Climax,Areazero,Mediascape,14/Fev/2019
Tower Of Babel,EnjoyUp Games,EnjoyUp Games,28/Set/2017
TowerFall,Matt Makes Games Inc.,Matt Makes Games Inc.,27/Set/2018
Townsmen,HandyGames,HandyGames,09/Nov/2018
Toy Stunt Bike: Tiptop's Trials,Wobbly Tooth,Wobbly Tooth,23/Ago/2018
Trailblazers,Supergonk,Rising Star Games,15/Nov/2018
Transcripted,Alkemi Games,Plug In Digital,23/Nov/2017
Transistor,Supergiant Games,Supergiant Games,01/Nov/2018
Travis Strikes Again: No More Heroes,Grasshopper Manufacture Inc.,Grasshopper Manufacture Inc.,18/Jan/2019
Trax - Build it Race it,Sabec Limited,Sabec,21/Mai/2018
Treadnauts,Topstitch Games,Topstitch Games,17/Ago/2018
Treasure Stack,Pixelakes,Pixelakes,01/Mar/2019
Trials Rising,Ubisoft,Ubisoft,26/Fev/2019
Tricky Towers,WeirdBeard,WeirdBeard,11/Out/2018
Trine: Enchanted Edition,Frozenbyte,Frozenbyte,09/Nov/2018
Trine 2: Complete Story,Frozenbyte,Frozenbyte,18/Fev/2019
Trine 3: The Artifacts of Power,Frozenbyte,Frozenbyte,29/Jul/2019
Trivial Pursuit Live!,Ubisoft,Ubisoft,30/Out/2018
Troll and I,Spiral House Ltd,Maximum Games,15/Ago/2017
Trouserheart,Kyy Games,Kyy Games,04/Out/2018
Truck Racing Championship,N-Racing,Bigben Interactive,20/Ago/2019
True Fear: Forsaken Souls - Part 1,Digital Lounge,Digital Lounge,30/Out/2018
Trüberbrook,btf,Headup Games,17/Abr/2019
Trybit Logic,Himacs,Himacs,13/Dez/2018
TumbleSeed,Team TumbleSeed,aeiowu,02/Mai/2017
Tumblestone,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,05/Out/2017
Turok,Nightdive Studios,Nightdive Studios,18/Mar/2019
Turok 2: Seeds of Evil,Nightdive Studios,Nightdive Studios,09/Ago/2019
TurtlePop: Journey to Freedom,Zengami Pte. Ltd.,DigiPen Game Studios,09/Mar/2018
Twin Robots: Ultimate Edition,Thinice Games,Ratalaika Games,23/Fev/2018
Type:Rider,Novelab,ARTE Experience,25/Abr/2019
Typoman,Brainseed Factory,Wales Interactive Ltd.,22/Fev/2018
Tyr : Chains of Valhalla,Ennui Studio,Ennui Studio,22/Fev/2019
UglyDolls: An Imperfect Adventure,Well Played,Outright Games,26/Abr/2019
Ultimate Chicken Horse,Clever Endeavour Games,Clever Endeavour Games,25/Set/2018
Ultimate Runner,Raylight Studios,Treva Entertainment GmbH,06/Dez/2018
Ultra Hyperball,Springloaded,Springloaded,28/Jul/2018
Ultra Space Battle Brawl,Mojiken Studio,Toge Productions,05/Jul/2018
Ultra Street Fighter II: The Final Challengers,Capcom,Capcom,26/Mai/2017
Ultrawings,"Bit Planet Games, LLC",Bit Planet Games,28/Mar/2019
Ultrawings Flat,Bit Planet Games,Bit Planet Games,28/Abr/2019
Unbox: Newbie's Adventure,Prospect Games,Merge Games,21/Nov/2017
Uncanny Valley,Cowardly Creations,Digerati,25/Dez/2018
Undead's Building,Double Drive,Double Drive,28/Mar/2019
Undead Horde,10tons,10tons,15/Mai/2019
Undertale,"8-4, Ltd.",8-4,18/Set/2018
Unepic,Unepic,Francis Cota,15/Dez/2017
Unexplored,Nephilim game Studios,Digerati,09/Ago/2018
Unholy Heights,Mebius,mebius.,14/Dez/2017
UNI,Game Museum,Game Museum,28/Mar/2019
Unicornicopia,Pocket Money Games,Pocket Money Games,03/Jan/2019
Unit 4,Gamera Interactive,QubicGames,15/Mar/2019
Unknown Fate,Marslit Games,Marslit Games,05/Mar/2019
Uno for Nintendo Switch,Ubisoft,Ubisoft,07/Nov/2017
Unravel Two,ColdWood Interactive,Electronic Arts Inc,22/Mar/2019
Unruly Heroes,Magic Design Studios,Magic Design Studios,23/Jan/2019
Unworthy,Aleksandar Kuzmanovic Games,AK Games,29/Jan/2019
Urban Trial Playground,Teyon,Tate Multimedia,05/Abr/2018
Use Your Words,"Smiling Buddha Games, LLC.","Smiling Buddha Games, LLC.",03/Ago/2017
Utopia 9 - A Volatile Vacation,Whalegun,QubicGames,19/Jan/2019
Uurnog Uurnlimited,Raw Fury,Raw Fury,21/Nov/2017
V-Rally 4,Kylotonn Racing Games,Bigben Interactive,06/Mar/2019
V.O.I.D.,JanduSoft S.L.,JanduSoft,28/Fev/2019
VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,Ysbryd Games,02/Mai/2019
Vaccine,Rainy Night Creations,Rainy Frog,06/Jul/2017
Valiant Hearts: The Great War,Ubisoft Montpellier,Ubisoft,08/Nov/2018
Valkyria Chronicles,Sega,Sega,16/Out/2018
Valkyria Chronicles 4,Sega,Sega,25/Set/2018
Valley,Blue Isle Studios,Blue Isle Studios,07/Mar/2018
Valthirian Arc: Hero School Story,Agate,PQube,02/Out/2018
Vambrace: Cold Soul,Devespresso Games,Headup Games,29/Ago/2019
