Ice Cream Surfer,Dolores Entertainment,Dolores Entertainment S.L.,17/Mai/2018
ICEY,FantaBlade Network,X.D. Network,31/Mai/2018
Iconoclasts,Joakim Sandberg,Bifrost Ent.,02/Ago/2018
Ikaruga,Treasure,"Nicalis, Inc.",29/Mai/2018
Illusion of L'Phalcia,Exe Create Inc.,Kemco,01/Ago/2019
Immortal Redneck,Crema,Crema Games,10/Mai/2018
Implosion,Rayark Games / Esquadra,Flyhigh Works,06/Jul/2017
Impossible Mission,System 3 Software,System 3 Software,29/Abr/2019
In Between,gentlymad,Headup Games,07/Ago/2018
Infernium,Undercoders,Undergames,05/Abr/2018
Inferno Climber: Reborn,"Island Co.,Ltd.","Arc System Works Co., Ltd.",28/Mar/2019
Infinite Minigolf,Zen Studios,Zen Studios,28/Jul/2017
INK,kittehface / Spaceboy,Digerati,19/Jun/2018
InkSplosion,Petite Games,Ratalaika Games,18/Abr/2018
InnerSpace,PolyKnight Games,"Aspyr Media, Inc.",16/Jan/2018
Inops,ZRZStudio LTD,ZRZStudio,26/Jan/2019
Inside,Playdead,Playdead,28/Jun/2018
Inside My Radio,Seaven Studio,Seaven Studio,10/Jan/2019
Instant Tennis,BreakFirst,BreakFirst Games,06/Dez/2018
Into the Breach,Subset Games,Subset Games,28/Ago/2018
Invasion of Alien X - Earth in Crisis,Double Drive Games,Double Drive Games,29/Ago/2019
Inventioneers,Filimundus AB,Filimundus,25/Mar/2019
Inversus Deluxe,Hypersect,Hypersect,28/Set/2017
Invisiballs,Digital Kingdom,Digital Kingdom,17/Mai/2018
Invisigun Reloaded,Sombr Studio,Sombr Studio,22/Ago/2019
Iris School of Wizardry: Vinculum Hearts,OperaHouse Corporation,DigimerceIGIMERCE,11/Out/2018
Iro Hero,Artax Games SL,eastasiasoft,07/Jun/2018
Iron Crypticle,Confused Pelican / Tikipod Ltd,Tikipod,13/Fev/2019
Iron Snout,SnoutUp Games,Ratalaika Games,19/Abr/2019
Ironcast,Dreadbit,Ripstone,10/Ago/2017
Irony Curtain: From Matryoshka with Love,Artifex Mundi,Artifex Mundi,27/Jun/2019
Island Flight Simulator,Caipirinha Games,Joindots,01/Fev/2018
Isoland,Cotton Game,ORENDA,25/Abr/2019
Isoland 2 - Ashes of Time,Cotton Game,ORENDA,25/Abr/2019
Istanbul: Digital Edition,Acram Digital / Mobo Studio,Acram Digital,28/Mar/2019
Instant Sports,JustForGames,Plug In Digital,16/Ago/2019
It's Spring Again,Sometimes You,Sometimes You,17/Abr/2018
Ittle Dew,Ludosity,Ludosity,15/Ago/2019
Ittle Dew 2+,Ludosity,Ludosity,19/Mar/2020
Jack N' Jill DX,Rohan Narang,Ratalaika Games,28/Set/2018
JackQuest: The Tale of the Sword,Blowfish Studios,Level 77,24/Jan/2019
James Pond Codename: RoboCod,System 3 Software,System 3 Software,29/Abr/2019
Japanese Mah-jongg,ITL,ITL,03/Mai/2018
JCB Pioneer: Mars,Atomicom Limited,Atomicom,03/Jan/2019
Jettomero: Hero of the Universe,Ghost Time Games,Ghost Time Games,04/Out/2018
Jewel Fever 2,Sprakelsoft GmbH,Sprakelsoft,21/Dez/2018
Job the Leprechaun,Herrero Games,Herrero Games,03/Jan/2019
Joe Dever's Lone Wolf,Forge Reply srl con socio unico,Forge Reply,16/Fev/2018
Joggernauts,Space Mace,Graffiti Games,11/Out/2018
Jolt Family Robot Racer,Cooply Solutions Ltd,Cooply,11/Jun/2018
Jotun: Valhalla Edition,Thunder Lotus Games,Thunder Lotus Games,27/Abr/2018
Julie's Sweets,Ocean Media LLC,Ocean Media,06/Dez/2018
JumpHead: Battle4Fun!,JumpHead Team,Light Maze,19/Jul/2019
Jumping Joe & Friends,Vixa Games / QubicGames S.A.,QubicGames,25/Mai/2018
Jungle Z,Rising Win Tech.,Rising Win Tech.,08/Abr/2019
Junk Planet,Happinet Corporation,Happinet Corporation,21/Mar/2019
Jurassic Pinball,EnjoyUp Games,EnjoyUp Games,25/Mai/2018
Just Dance 2017,Ubisoft Paris / Ubisoft Pune,Ubisoft,03/Mar/2017
Just Dance 2018,Ubisoft Paris,Ubisoft,24/Out/2017
Just Dance 2019,Ubisoft Paris / Ubisoft Pune / Ubisoft Shanghai,Ubisoft,23/Out/2018
Just Shapes & Beats,Berzerk Studio,Berzerk Studio,31/Mai/2018
Jydge,10tons Ltd,10tons,19/Out/2017
Kamiko,Skipmore,Flyhigh Works,27/Abr/2017
Katana Zero,Askiisoft,Devolver Digital,18/Abr/2019
Katamari Damacy REROLL,Bandai Namco Studios,Bandai Namco Entertainment,07/Dez/2018
Keep Talking and Nobody Explodes,"Steel Crate Games, Inc.",Steel Crate Games,16/Ago/2018
Kemono Friends Picross,Jupiter Corporation,Jupiter Corporation,04/Out/2018
Kenshō,Fiftytwo,JetDogs,02/Ago/2018
Kero Blaster,Studio PIXEL,Active Gaming Media,23/Ago/2018
Kiai Resonance,Absorb Reality,Timothee Paez,25/Jul/2019
Kid Tripp,Four Horses,Four Horses,23/Nov/2017
Kill La Kill -IF,APLUS Games,Arc System Works,26/Jul/2019
Kill The Bad Guy,Exkee,Plug In Digital,05/Jul/2018
King Oddball,10tons Ltd,10tons,30/Out/2017
Kingdom Two Crowns,Noio,Raw Fury,11/Dez/2018
Kingdom: New Lands,Noio,Raw Fury,14/Set/2017
Kingmaker: Rise to the Throne,Artifex Mundi,Artifex Mundi,20/Dez/2018
Kirby Star Allies,HAL Laboratory,Nintendo,16/Mar/2018
Kitten Squad,Arcade Distillery,Arcade Distillery,10/Mai/2018
Kitty Love: Way to look for love,OperaHouse Corporation,Digimerce,01/Nov/2018
Klondike Solitaire,Baltoro Games,Baltoro Games,01/Mar/2019
Knight Terrors,Freakzone Games,Nicalis,24/Out/2017
Knights of Pen & Paper +1 Deluxier Edition,Seaven Studio / Behold Studios,Plug In Digital,29/Mai/2018
Knights of Pen & Paper 2 Deluxiest Edition,Seaven Studio,Plug In Digital,13/Dez/2018
Knock 'Em Down! Bowling,OHRUSSIA,D3Publisher,10/Jan/2019
Knock-Knock,Ice-Pick Lodge,Ice-Pick Lodge,31/Out/2018
Koi DX,FK Digital,Circle Ent.,09/Nov/2017
Kona,Parabole,Koch Media,09/Mar/2018
Koral,Carlos Coronado,Carlos Coronado,16/Mai/2019
Kotodama: The 7 Mysteries of Fujisawa,ART Co. Ltd,PQube,04/Jun/2019
kuso,Mokuzai Studio,Mokuzai Studio,20/Nov/2018
KYUB,"NextNinja Co.,Ltd.",NextNinja,07/Fev/2019
L.A. Noire,Rockstar Games,Rockstar Games,14/Nov/2017
L.F.O.: Lost Future Omega,Mebius,mebius.,03/Mai/2018
Labyrinth of Refrain: Coven of Dusk,Nippon Ichi Software,NIS America,18/Set/2018
Lapis x Labyrinth,Nippon Ichi Software,NIS America,28/Mai/2019
Laser Kitty Pow Pow,The Bigger Cat,QubicGames,05/Jul/2019
Last Day of June,Ovosonico,505 Games,16/Mar/2018
Late Shift,CtrlMovie / Wales Interactive,Wales Interactive Ltd.,26/Abr/2018
Layers of Fear: Legacy,Bloober Team,Bloober Team S.A.,21/Fev/2018
Lazy Galaxy: Rebel Story,Coldwild Games,AbsoDev,14/Dez/2018
League of Evil,Ratalaika Games / Woblyware,Ratalaika Games,13/Ago/2017
Left-Right : The Mansion,Triple Boris,Triple Boris,17/Jan/2019
Legend of Kay Anniversary,Kaiko,THQ Nordic,29/Mai/2018
Legend of the Tetrarchs,Exe Create Inc.,Kemco,06/Jun/2019
Legendary Eleven,Eclipse Games,Eclipse Games,21/Mai/2018
LEGO City Undercover,TT Games,Warner Bros. Entertainment,04/Abr/2017
LEGO DC Super-Villains,TT Games,WB Games,16/Out/2018
LEGO Harry Potter Collection,TT Games,WB Games,30/Out/2018
LEGO Marvel Super Heroes 2,TT Games,WB Games,14/Nov/2017
"LEGO Movie 2 Videogame, The",TT Games,WB Games,26/Fev/2019
LEGO NinjaGo Movie Video Game,TT Games,WB Games,22/Set/2017
LEGO The Incredibles,TT Games,WB Games,15/Jun/2018
LEGO Worlds,TT Games,WB Games,05/Set/2017
Legrand Legacy: Tale of the Fatebounds,Semisoft,Another Indie Studio,24/Jan/2019
Leisure Suit Larry - Wet Dreams Don't Dry,CrazyBunch,Assemble Entertainment,13/Jun/2019
Leopoldo Manquiseil,The Vanir Project,BLG Publishing,20/Dez/2018
Let's Go Nuts,BeardedBrothers.Games,Devjuice,17/Jul/2019
Let's Sing 2018,Voxler Games,Plug In Digital,17/Jul/2018
Let's Sing 2019,Voxler Games,Plug In Digital,16/Jul/2019
Lethal League Blaze,Team Reptile,Team Reptile,12/Jul/2019
Letter Quest Remastered,Bacon Bandit Games,Digerati,23/Nov/2017
Lichtspeer: Double Speer Edition,Lichthund,Crunching Koalas,07/Set/2017
Life Goes On,Infinite Monkeys Entertainment Ltd.,Gamepoch,23/Jul/2018
Lifeless Planet: Premiere Edition,Stage 2 Studios,Serenity Forge,06/Set/2018
Light Fall,Bishop Games,Bishop Games,26/Abr/2018
Light Fingers,Numizmatic,Numizmatic,20/Set/2018
Lightseekers,PlayFusion Ltd.,PlayFusion,10/Jan/2019
Limbo,Playdead,Playdead,28/Jun/2018
Lines Infinite,Konstructors Entertainment,Nestor Yavorskyy,22/Ago/2019
Lines X,Konstructors Entertainment,Nestor Yavorskyy,27/Jun/2019
Little Dragons Café,Aksys Games,Aksys Games,24/Ago/2018
Little Friends: Dogs & Cats,"Imagineer Co., Ltd.",Sold Out,27/Mai/2019
Little Inferno,Tomorrow Corporation,Tomorrow Corporation,16/Mar/2017
Little Nightmares: Complete Edition,Tarsier Studios,Bandai Namco Entertainment,18/Mai/2018
Little Shopping,Ultimate Games INC,Ultimate Games,12/Mar/2019
Little Triangle,Cotton Game,KONANDENKI,01/Mar/2018
Lode Runner Legacy,Tozai Games,Tozai Games,29/Mar/2018
Lost Artifacts: Soulstone,8floor ltd,8Floor Games,09/Mai/2019
Loot Monkey: Bling Palace,Tackorama Ltd,Tackorama,06/Ago/2018
Lost in Harmony,Digixart / Midgar Studio,Plug In Digital,21/Jun/2018
Lost King's Lullaby,Storeen Games,Avance,25/Abr/2019
Lost Orbit: Terminal Velocity,PixelNAUTS Games,PixelNAUTS Games,16/Jul/2019
Lost Phones Stories,Accidental Queens / Seaven Studio,Plug In Digital,19/Jul/2018
Lost Sphear,Tokyo RPG Factory,Square Enix,23/Jan/2018
Lovecraft's Untold Stories,BLG Publishing,BLG Publishing,10/Mai/2019
Lovers in a Dangerous Spacetime,Asteroid Base Inc.,Asteroid Base,03/Out/2017
Lucah: Born of a Dream,melessthanthree,"Syndicate Atomic, LLC",03/Jul/2019
Lumines Remastered,Resonair,Enhance,26/Jun/2018
Lumo,Triple Eh? / Spiral House,Rising Star Games,20/Nov/2017
Lyrica,RNOVA Studio,Cosen,28/Mar/2019
M.A.C.E. Space Shooter,EntwicklerX,EntwicklerX,15/Nov/2018
M.A.C.E. Tower Defense,EntwicklerX,EntwicklerX,01/Ago/2019
Machinarium,Amanita Design,Amanita Design,01/Nov/2018
Mad Age & This Guy,SimFabric,SimFabric,04/Jan/2019
Mad Carnage,Drageus Games / QubicGames S.A.,QubicGames,02/Fev/2018
Maddening Euphoria,Chequered Ink,Chequered Ink,28/Jun/2019
Madorica Real Estate,Gift Ten Industry,Gift Ten Industry,11/Out/2018
Mages of Mystralia,Borealys Games,Borealys Games,29/Jan/2019
Magic Nations,PrimeBit Games SA,PrimeBit Games,04/Fev/2019
Magic Scroll Tactics,OtoriDenshi,Mediascape,07/Fev/2019
MagiCat,Kucing Rembes,Toge Productions,20/Set/2018
Mahjong,Sanuk Games,Bigben Interactive,13/Nov/2018
Mahjong Deluxe 3,EnsenaSoft,Joindots,14/Jun/2018
Mahjong Solitaire Refresh,Sunsoft,Sunsoft,13/Dez/2018
Mahjong Stories: Vampire Romance,JetDogs,JetDogs,05/Mar/2019
Mainlining,Rebelephant,Merge Games,20/Jun/2019
Mana Spark,Behemutt,QubicGames,22/Dez/2018
Manticore - Galaxy on Fire,Deep Silver Fishlabs,Koch Media,19/Abr/2018
Mantis Burn Racing,VooFoo Studios,VooFoo Studios,23/Nov/2017
Manual Samuel,Perfectly Paranormal,Curve Digital,16/Ago/2018
Marble It Up!,Marble It Up! LLC,Marble It Up,29/Set/2018
Marble Power Blast,EntwicklerX,EntwicklerX,10/Jan/2019
Marenian Tavern Story: Patty and the Hungry God,"Rideon,Inc.",Kemco,29/Nov/2018
Maria The Witch,Naps Team,Naps Team,07/Nov/2017
Mario + Rabbids Kingdom Battle,Ubisoft Paris,Ubisoft,29/Ago/2017
Mario Kart 8 Deluxe,Nintendo,Nintendo,28/Abr/2017
Mario Tennis Aces,Camelot,Nintendo,22/Jun/2018
Mark of the Ninja: Remastered,Klei Entertainment,Klei Entertainment Inc.,09/Out/2018
Mars or Die!,34BigThings,34BigThings,18/Jan/2019
Mars: Chaos Menace,StarCruiser Studio S.L.,BLG Publishing,16/Nov/2018
Marvel Ultimate Alliance 3: The Black Order,Koei Tecmo Games / Team Ninja,Nintendo,19/Jul/2019
Masquerada: Songs and Shadows,Witching Hour Studios,Ysbryd Games,09/Mai/2019
Masters of Anima,Passtech Games,Focus Home Interactive,10/Abr/2018
Max: The Curse of Brotherhood,Stage Clear Studios,Stage Clear Studios,21/Dez/2017
Mech Rage,Drageus Games S.A.,Drageus Games,23/Dez/2018
Mecha Storm,ENP Games,ENP Games,25/Mai/2018
MechaNika,Mango Protocol,Mango Protocol,08/Nov/2018
Mecho Tales,Arcade Distillery,Arcade Distillery,14/Dez/2017
Mecho Wars: Desert Ashes,Arcade Distillery,Arcade Distillery,10/Jan/2019
Mechstermination Force,Hörberg Productions,Hörberg Productions,04/Abr/2019
Mega Mall Story,Kairosoft,Kairosoft,17/Jan/2019
Mega Man 11,Capcom,Capcom,02/Out/2018
Mega Man Legacy Collection,Capcom,Capcom,22/Mai/2018
Mega Man Legacy Collection 2,Capcom,Capcom,22/Mai/2018
Mega Man X Legacy Collection,Capcom,Capcom,24/Jul/2018
Mega Man X Legacy Collection 2,Capcom,Capcom,24/Jul/2018
Megaton Rainfall,Pentadimensional Games,Pentadimensional,09/Ago/2018
Mekabolt,Somepx,Ratalaika Games,23/Ago/2019
Membrane,Perfect Hat,Perfect Hat,22/Fev/2018
Mentori Puzzle,ITL,ITL,03/Jan/2019
Mercenaries Saga Chronicles,Rideon,Circle Ent.,08/Fev/2018
Mercenaries Wings: The False Phoenix,Rideon,Circle Ent.,08/Fev/2018
Mercenary Kings Reloaded,Tribute Games Inc.,Tribute Games,06/Fev/2018
Merchants of Kaidan,Forever Entertainment,Forever Entertainment,31/Jan/2019
Mercury Race,Herrero Games,Herrero Games,07/Fev/2019
Metagal,RetroRevolution,Ratalaika Games,29/Mar/2019
Metaloid: Origin,Retro Revolution,7 Raven Studios,11/Jul/2019
Metropolis: Lux Obscura,Sometimes You,Sometimes You,04/Abr/2018
Midnight Deluxe,Petite Games / Ratalaika Games,Ratalaika Games,08/Mar/2018
Mighty Gunvolt Burst,"Inti Creates CO., LTD.","Inti Creates CO., LTD.",15/Jun/2017
Mighty Switch Force! Collection,WayForward,WayForward,25/Jul/2019
Milanoir,Italo Games,Gambitious,31/Mai/2018
Miles & Kilo,Four Horses,Four Horses,05/Jul/2018
Milkmaid of the Milky Way,Machineboy,Machineboy,22/Ago/2019
Millie,Forever Entertainment,Forever Entertainment,15/Fev/2018
Mimic Hunter,Angry Cat,Angry Cat,08/Fev/2019
Mimpi Dreams,Dreadlocks Ltd,Dreadlocks,15/Nov/2018
MIND: Path to Thalamus,Pantumaca Barcelona,Carlos Coronado,13/Dez/2018
Mindball Play,Interactive IP,Interactive IP,14/Fev/2019
Minecraft,Mojang AB,Mojang AB,21/Jun/2018
Minecraft: Nintendo Switch Edition,4J Studios Ltd. / Microsoft Studios,Mojang AB,11/Mai/2017
Minecraft: Story Mode - Season Two,Telltale Games,Telltale Games,06/Nov/2018
Minecraft: Story Mode - The Complete Adventure,Telltale Games,Telltale Games,22/Ago/2017
Minefield,Vertical Reach,Vertical Reach,04/Abr/2019
Miner Warfare,Heartbit,Heartbit,21/Jun/2019
Minesweeper Genius,Blowfish Studios,Level 77,12/Fev/2019
Mini Metro,Dinosaur Polo Club,Dinosaur Polo Club,30/Ago/2018
Mini Trains,The House of Fables,QubicGames,19/Jul/2019
Minit,"JW, Kitty, Jukio e Dom",Devolver Digital,09/Ago/2018
Mitsurugi Kamui Hikae,Zenith Blue,Zenith Blue,20/Set/2018
Moai VI: Unexpected Guests,Alawar Entertainment,Joindots,18/Abr/2019
Mochi Mochi Boy,Pixelteriyaki,Ratalaika Games,19/Jul/2019
Modern Combat Blackout,Gameloft Bucharest,Gameloft,14/Fev/2019
Modern Tales: Age of Invention,Artifex Mundi,Artifex Mundi,04/Abr/2019
Moero Chronicle Hyper,Compile Heart,Idea Factory,26/Abr/2019
Mom Hid My Game!,Kemco,Kemco,21/Dez/2017
Momodora: Reverie Under the Moonlight,Bombservice,Dangen Entertainment,10/Jan/2019
Momonga Pinball Adventures,Seaven Studio,Plug In Digital,18/Out/2018
Monica e a Guarda dos Coelhos,Mad Mimic,Mad Mimic,04/Dez/2018
Monkey Business,Sabec,Sabec,27/Mai/2019
Monkey King: Master of the Clouds,Starfish SD,UFO Interactive Games,06/Set/2018
Monkey Wall,Cosen,Game Attack,24/Jan/2019
Monopoly for Nintendo Switch,Engine Software,Ubisoft,31/Out/2017
Monster Boy and the Cursed Kingdom,Game Atelier,FDG Entertainment,04/Dez/2018
Monster Dynamite,Joindots,Treva Entertainment GmbH,28/Fev/2019
Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone,13/Fev/2018
Monster Energy Supercross - The Official Videogame 2,Milestone S.r.l.,Milestone,08/Fev/2019
Monster Hunter Generations Ultimate,Capcom,Capcom,28/Ago/2018
Monster Loves You,Radial Games,Radial Games,30/Set/2018
Monster Slayers,Nerdook Productions,Digerati,05/Abr/2019
Monument Builders Rushmore,Shinypix,Microïds,08/Mar/2019
Moon Hunters,Kitfox Games,Kitfox Games,26/Out/2017
Moonfall Ultimate,Fishcow Studio,Wales Interactive Ltd.,04/Set/2018
Moonlighter,Digital Sun,11 bit studios,05/Nov/2018
Moorhuhn Knights & Castles,Young Fun Studio,Young Fun Studio,11/Jan/2018
Moorhuhn Remake,Young Fun Studio,Higgs Games,14/Jun/2018
Moorhuhn Wanted,Young Fun Studio,Higgs Games,27/Set/2018
Mordheim: Warband Skirmish,Legendary Games Ltd,Legendary Games,26/Nov/2018
Morphies Law,Cosmoscope GmbH,Cosmoscope,20/Ago/2018
Morphite,Blowfish Studios,Level 77,02/Nov/2017
Mortal Kombat 11,NetherRealm Studios,Warner Bros. Entertainment,23/Abr/2019
Mother Russia Bleeds,Le Cartel Studio,Devolver Digital,15/Nov/2018
Moto Rush GT,Baltoro Games,Baltoro Games,19/Abr/2019
Moto Racer 4,Artefacts Studio,Microïds,20/Nov/2018
MotoGP 18,Milestone,Milestone,28/Jun/2018
MotoGP 19,MileStone,MileStone,27/Jun/2019
Motorsport Manager for Nintendo Switch,Playsport Games,Curve Digital,14/Mar/2019
Mowin' & Throwin',House Pixel Games,House Pixel Games,31/Mai/2019
Mr Blaster,ENTERi,Forever Entertainment,22/Ago/2019
Mr. Shifty,Team Shifty,tinyBuild Games,13/Abr/2017
Ms. Splosion Man,"Twisted Pixel Games, LLC",Twisted Pixel,22/Nov/2018
Muddledash,slampunks,PQube,10/Jul/2018
Mugsters,Reinkout Games,Team17 Digital Ltd,17/Jul/2018
Mujo,Oink Games,Oink Games,30/Nov/2017
Mulaka,Lienzo,Lienzo,01/Mar/2018
Mummy Pinball,EnjoyUp Games,EnjoyUp Games,07/Set/2018
Muse Dash,PeroPeroGames,X.D. Network,20/Jun/2019
Mushroom Wars 2,Zillion Whales,Zillion Whales,05/Jul/2018
Musynx,I-Inferno,PM Studios,21/Jun/2018
Mutant Football League: Dynasty Edition,Digital Dreams Entertainment LLC,Digital Dreams,30/Out/2018
Mutant Mudds Collection,Atooi,Atooi,14/Dez/2017
Mutant Year Zero: Road to Eden - Deluxe Edition,The Bearded Ladies,Funcom Oslo,30/Jul/2019
MXGP3 - The Official Motocross Videogame,Milestone S.r.l.,Milestone,21/Nov/2017
My Arctic Farm 2018,BiP Media,Plug In Digital,17/Jan/2019
My Big Sister,Stranga,Ratalaika Games,10/Mai/2019
My Brother Rabbit,Artifex Mundi,Artifex Mundi,21/Set/2018
My Exotic Farm 2018,BiP Media,Plug In Digital,17/Jan/2019
My Farm,BiP Media,Plug In Digital,23/Ago/2018
My Friend Pedro,Deadtoast,Devolver Digital,20/Jun/2019
My Girlfriend is a Mermaid!?,Cosen,Sekai Games,28/Fev/2019
My Hero One's Justice,Byking,Bandai Namco Entertainment,26/Out/2018
My Jurassic Farm 2018,BiP Media,Plug In Digital,14/Mar/2019
My Little Riding Champion,Caipirinha Games,Bigben Interactive,05/Mar/2019
My Memory of Us,Juggler Games / Crunching Koalas,Crunching Koalas,24/Jan/2019
My Riding Stables - Life with Horses,Independent Arts,KalypsoMediaGroup,13/Nov/2018
My Time at Portia,Pathea Games,Team17 Digital Ltd,16/Abr/2019
N++,Metanet Software Inc.,Metanet Software Inc.,24/Mai/2018
Nairi: Tower of Shirin,HomeBearStudio,Another Indie Studio,29/Nov/2018
Namco Museum,Bandai Namco Studios Inc.,Bandai Namco Entertainment,28/Jul/2018
Namco Museum Pac-Man VS. (Free Multiplayer Only Ver.),Bandai Namco,Bandai Namco Entertainment,28/Jul/2017
Namco Museum Arcade Pac,Bandai Namco,Bandai Namco Entertainment,28/Set/2018
Naruto: Ultimate Ninja Storm,Bandai Namco,Bandai Namco Entertainment,26/Abr/2018
Naruto Shippuden: Ultimate Ninja Storm 2,Bandai Namco,Bandai Namco Entertainment,26/Abr/2018
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Bandai Namco,Bandai Namco Entertainment,26/Abr/2018
NBA 2K Playgrounds 2,Saber Interactive,2K Games,15/Out/2018
NBA 2K18,Visual Concepts,Take 2 Interactive Software,15/Set/2017
NBA 2K19,Visual Concepts,2K Games,11/Set/2018
NBA Playgrounds - Enhanced Edition,Saber Interactive,2K Games,04/Jan/2018
Necrosphere Deluxe,Cat Nigiri,Unties,31/Jan/2019
Nefarious,StarBlade,Digerati,13/Set/2018
Neko Navy - Daydream Edition,DeathMofuMofu,Fruitbat Factory,10/Jan/2019
Nekopara Vol. 1,"Connect Wizard CO.,LTD",CFK,04/Jul/2018
Nekopara Vol. 2,Neko Works,CFK,14/Fev/2019
Nekopara Vol. 3,Neko Works,CFK,27/Jun/2019
Nelke & the Legendary Alchemists: Ateliers of the New World,Gust,Koei Tecmo America,26/Mar/2019
Nelly Cootalot: The Fowl Fleet,Alasdair Beckett-King,ASHGames,11/Jul/2019
Neo Atlas 1469,Studio Artdink,NIS America,19/Abr/2018
Neon Caves,Force of Habit,Force of Habit,27/Mar/2019
Neon Chrome,10tons Ltd,10tons,12/Out/2017
Neon Junctions,9 Eyes Game Studio,Ratalaika Games,07/Jun/2019
Neonwall,JanduSoft S.L.,JanduSoft,15/Mar/2018
NeuroVoider,Flying Oak,Plug In Digital,07/Set/2017
Never Give Up,Massive Monster,Armor Games Studios,13/Ago/2019
Never Stop,Pixelsplit,Pixelsplit,15/Mai/2018
Never Stop Sneakin',Humble Hearts LLC,Humble Hearts,14/Dez/2017
Neverlast,Sabec,Sabec,09/Ago/2019
Neverout,Gamedust,Gamedust,10/Jul/2018
New Frontier Days: Founding Pioneers,Arc System Works,"Arc System Works Co., Ltd.",23/Mar/2017
New Star Manager,New Star Games,FiveAcesPublishing,31/Jan/2019
New Super Mario Bros. U Deluxe,Nintendo EAD,Nintendo,11/Jan/2019
Next Up Hero,Digital Continue,"Aspyr Media, Inc.",16/Ago/2018
Nickelodeon Kart Racers,Bam Tang Games,GameMill Entertainment,23/Out/2018
Night in the Woods,Infinite Fall,Finji,01/Fev/2018
Night Trap - 25th Anniversary Edition,Limited Run Games,Limited Run Games,24/Ago/2018
Nightmare Boy,The Vanir Project,Badland Games,16/Jan/2018
Nightmares from the Deep 2: The Siren's Call,Artifex Mundi,Artifex Mundi,10/Ago/2018
Nights of Azure 2: Bride of the New Moon,"Koei Tecmo Games CO., LTD.",Koei Tecmo America,24/Out/2017
Nightshade,Red Entertainment / Lantern Rooms,D3Publisher,20/Dez/2018
Nine Parchments,Frozenbyte,Frozenbyte,05/Dez/2017
Ninja Shodown,Bitmap Bureau,Rising Star Games,05/Out/2017
Ninja Striker!,Q-Cumber Factory,Flyhigh Works,19/Abr/2018
Ninjin: Clash of Carrots,Pocket Trap,Modus Games,04/Set/2018
Nippon Marathon,Onion Soup Interactive,PQube,17/Dez/2018
Nintendo Labo Toy-Con 01: Variety Kit,Nintendo EPD,Nintendo,20/Abr/2018
Nintendo Labo Toy-Con 02: Robot Kit,Nintendo EPD,Nintendo,20/Abr/2018
Nintendo Labo Toy-Con 03: Vehicle Kit,Nintendo EPD,Nintendo,14/Set/2018
Nintendo Labo Toy-Con 04: VR Kit,Nintendo EPD,Nintendo,12/Abr/2019
No Heroes Here,Mad Mimic,Mad Mimic,28/Jun/2018
No Thing,Evil Indie Games,Forever Entertainment,22/Mar/2018
Noir Chronicles: City of Crime,Artifex Mundi,Artifex Mundi,09/Nov/2018
NoReload Heroes,Stupid Stupid Games,Forever Entertainment,19/Jul/2018
North,Sometimes You,Sometimes You,06/Mar/2018
Not a Hero: Super Snazzy Edition,Roll7,Devolver Digital,02/Ago/2018
Not Not - A Brain Buster,Alternative Shift SAS,QubicGames,15/Mar/2019
Nuclear Throne,Vlambeer,Vlambeer,20/Mar/2019
Obakeidoro!,Free Style,Free Style,29/Ago/2019
Observer,Bloober Team,Bloober Team S.A.,07/Fev/2019
Oceanhorn - Monster of Uncharted Seas,Cornfox & Bros.,FDG Entertainment,22/Jun/2017
Octahedron: Transfixed Edition,Demimonde,Square Enix Europe LTD,17/Jan/2019
Octocopter: Double or Squids,TACS Games,TACS Games,05/Abr/2018
Octodad: Dadliest Catch,"Young Horses, Inc.","Young Horses, Inc.",09/Nov/2017
Octogeddon,All Yes Good,All Yes Good,16/Mai/2019
Octopath Traveler,"Square Enix CO., LTD.",Nintendo,13/Jul/2018
Odallus: The Dark Call,JoyMasher,Digerati,08/Fev/2019
Odium to the Core,Dark-1,QubicGames,25/Dez/2018
Of Mice and Sand: Revised,Arc System Works,"Arc System Works Co., Ltd.",11/Jan/2018
Oh My Godheads: Party Edition,Titutitech S.L.,Square Enix Europe LTD,25/Set/2018
Oh...Sir! The Hollywood Roast,Vile Monarch,Gambitious,18/Jan/2018
Oh...Sir! The Insult Simulator,Vile Monarch,Gambitious,18/Jan/2018
OK K.O.! Let's Play Heroes,Capybara Games,Cartoon Network,30/Out/2018
Okami HD,Capcom,Capcom,09/Ago/2018
OkunoKA,Caracal Games Studio Srls,Ignition Publishing,30/Nov/2018
Old Man's Journey,Broken Rules,Broken Rules,20/Fev/2018
Old School Musical,La Moutarde,Plug In Digital,13/Set/2018
Old School Racer 2,Riddlersoft Games,Riddlersoft Games,18/Jan/2019
OlliOlli: Switch Stance,Roll7,Gambitious,14/Fev/2019
Omega Labyrinth Life,Matrix Corporation,D3 Publisher Inc.,01/Ago/2019
Omega Strike,Woblyware,Digerati,24/Dez/2018
Omensight: Definitive Edition,Spearhead Games,Spearhead Games,13/Dez/2018
OMG Zombies!,Laughing Jackal LTD.,Ghostlight,26/Mar/2019
Omvorm,4MB Interactive,4MB Interactive,18/Set/2018
One Eyed Kutkh,Sometimes You,Sometimes You,09/Mar/2018
One More Dungeon,Ratalaika Games / Stately Snail,Ratalaika Games,14/Dez/2017
